"","player_id","player_name","player_last_team_id","player_last_team_abbreviation","age","gp","g","fga_frequency","fgm","fga","fg_pct","efg_pct","fg2a_frequency","fg2m","fg2a","fg2_pct","fg3a_frequency","fg3m","fg3a","fg3_pct"
"1485","0.423","0.032","4","12","0.333","0.003","1","1","1","203943","Noah Vonleh","1610612766","CHA","19","25","10","0.173","5","13","0.385"
"1486","0.385","0.173","5","13","0.385","0","0","0","2594","Kyle Korver","1610612737","ATL","34","75","13","0.022","4","13","0.308","0.346"
"1487","0.018","3","11","0.273","0.003","1","2","0.5","2223","Samuel Dalembert","1610612752","NYK","35","32","9","0.1","4","13","0.308","0.308"
"1488","0.1","4","13","0.308","0","0","0","202714","Shelvin Mack","1610612737","ATL","25","55","12","0.045","3","13","0.231","0.231","0.045"
"1489","3","13","0.231","0","0","0","203915","Spencer Dinwiddie","1610612765","DET","22","34","10","0.077","3","13","0.231","0.231","0.077","3"
"1490","13","0.231","0","0","0","202697","Iman Shumpert","1610612739","CLE","25","62","11","0.028","3","13","0.231","0.231","0.028","3","13"
"1491","0.231","0","0","0","203516","James Ennis","1610612748","MIA","24","62","11","0.053","3","13","0.231","0.231","0.053","3","13","0.231"
"1492","0","0","0","203900","Markel Brown","1610612751","BKN","23","47","11","0.063","2","13","0.154","0.154","0.063","2","13","0.154","0"
"1493","0","0","203544","Pero Antic","1610612737","ATL","32","63","12","0.041","7","12","0.583","0.625","0.037","6","11","0.545","0.003","1"
"1494","1","1","202366","Jerome Jordan","1610612751","BKN","28","44","11","0.143","6","12","0.5","0.5","0.143","6","12","0.5","0","0"
"1495","0","2588","Matt Bonner","1610612759","SAS","35","72","12","0.052","5","12","0.417","0.417","0.048","5","11","0.455","0.004","0","1"
"1496","0","203530","Joffrey Lauvergne","1610612743","DEN","23","24","10","0.135","5","12","0.417","0.417","0.135","5","12","0.417","0","0","0"
"1497","201979","Nick Calathes","1610612763","MEM","26","58","11","0.052","3","12","0.25","0.25","0.052","3","12","0.25","0","0","0","203488"
"1498","Mike Muscala","1610612737","ATL","23","40","10","0.075","5","11","0.455","0.455","0.075","5","11","0.455","0","0","0","203123","Kostas Papanikolaou"
"1499","1610612745","HOU","24","42","9","0.058","4","11","0.364","0.364","0.058","4","11","0.364","0","0","0","2400","Drew Gooden","1610612764"
"1500","WAS","33","51","9","0.04","4","11","0.364","0.364","0.04","4","11","0.364","0","0","0","200777","Joel Freeland","1610612757","POR"
"1501","28","48","10","0.067","6","10","0.6","0.6","0.067","6","10","0.6","0","0","0","201177","Josh McRoberts","1610612748","MIA","28"
"1502","17","8","0.189","6","10","0.6","0.6","0.189","6","10","0.6","0","0","0","203460","Andre Roberson","1610612760","OKC","23","67"
"1503","8","0.05","6","10","0.6","0.6","0.05","6","10","0.6","0","0","0","203187","Chris Johnson","1610612762","UTA","25","29","7"
"1504","0.065","6","10","0.6","0.6","0.065","6","10","0.6","0","0","0","201985","A.J. Price","1610612756","PHX","28","26","6","0.073"
"1505","5","10","0.5","0.55","0.051","4","7","0.571","0.022","1","3","0.333","101126","Nate Robinson","1610612746","LAC","31","42","10","0.04"
"1506","4","10","0.4","0.4","0.036","4","9","0.444","0.004","0","1","0","204060","Joe Ingles","1610612762","UTA","27","79","8","0.028"
"1507","4","10","0.4","0.4","0.028","4","10","0.4","0","0","0","203926","Doug McDermott","1610612741","CHI","23","36","9","0.096","4"
"1508","10","0.4","0.4","0.096","4","10","0.4","0","0","0","202399","Jeff Adrien","1610612750","MIN","29","17","9","0.233","3","10"
"1509","0.3","0.3","0.233","3","10","0.3","0","0","0","203106","Jeff Taylor","1610612766","CHA","26","29","9","0.088","2","10","0.2"
"1510","0.2","0.088","2","10","0.2","0","0","0","203086","Meyers Leonard","1610612757","POR","23","55","8","0.037","4","9","0.444","0.444"
"1511","0.037","4","9","0.444","0","0","0","203515","Phil Pressey","1610612738","BOS","24","50","9","0.052","3","9","0.333","0.333","0.052"
"1512","3","9","0.333","0","0","0","203913","Jabari Brown","1610612747","LAL","22","19","8","0.053","3","9","0.333","0.333","0.053","3"
"1513","9","0.333","0","0","0","200761","Shawne Williams","1610612765","DET","29","62","6","0.031","2","9","0.222","0.222","0.02","2","6"
"1514","0.333","0.01","0","3","0","101122","Danny Granger","1610612756","PHX","32","29","7","0.051","4","8","0.5","0.5","0.051","4","8"
"1515","0.5","0","0","0","202962","Greg Smith","1610612742","DAL","24","42","7","0.167","4","8","0.5","0.5","0.167","4","8","0.5"
"1516","0","0","0","201162","Jared Dudley","1610612749","MIL","29","71","7","0.019","4","8","0.5","0.5","0.017","4","7","0.571","0.002"
"1517","0","1","0","2748","Dorell Wright","1610612757","POR","29","48","7","0.042","4","8","0.5","0.5","0.037","4","7","0.571","0.005"
"1518","0","1","0","2592","James Jones","1610612739","CLE","34","56","7","0.04","3","8","0.375","0.438","0.03","2","6","0.333","0.01"
"1519","1","2","0.5","203937","Kyle Anderson","1610612759","SAS","21","33","5","0.09","3","8","0.375","0.375","0.09","3","8","0.375","0"
"1520","0","0","202337","Luke Babbitt","1610612740","NOP","26","63","8","0.042","2","8","0.25","0.25","0.031","2","6","0.333","0.01","0"
"1521","2","0","204014","Damjan Rudez","1610612754","IND","29","68","7","0.03","2","8","0.25","0.25","0.027","2","7","0.286","0.004","0"
"1522","1","0","201971","DeJuan Blair","1610612764","WAS","26","29","6","0.14","2","8","0.25","0.25","0.14","2","8","0.25","0","0"
"1523","0","203200","Justin Holiday","1610612744","GSW","26","59","8","0.034","1","8","0.125","0.188","0.03","0","7","0","0.004","1","1"
"1524","1","203922","Glenn Robinson","1610612755","PHI","21","35","7","0.119","1","8","0.125","0.125","0.119","1","8","0.125","0","0","0"
"1525","101112","Channing Frye","1610612753","ORL","32","75","8","0.016","0","8","0","0","0.014","0","7","0","0.002","0","1","0"
"1526","202379","Jeremy Evans","1610612762","UTA","27","38","7","0.121","4","7","0.571","0.571","0.121","4","7","0.571","0","0","0","203919"
"1527","Jordan Adams","1610612763","MEM","20","30","4","0.081","3","7","0.429","0.429","0.081","3","7","0.429","0","0","0","201202","Joel Anthony"
"1528","1610612765","DET","32","49","5","0.115","3","7","0.429","0.429","0.115","3","7","0.429","0","0","0","203485","Lorenzo Brown","1610612750"
"1529","MIN","24","29","6","0.057","3","7","0.429","0.429","0.057","3","7","0.429","0","0","0","203489","Nate Wolters","1610612740","NOP"
"1530","24","21","7","0.123","2","7","0.286","0.286","0.123","2","7","0.286","0","0","0","203948","Johnny O'Bryant","1610612749","MIL","22"
"1531","33","7","0.061","2","7","0.286","0.286","0.061","2","7","0.286","0","0","0","101236","Charles Hayes","1610612761","TOR","32","29"
"1532","6","0.152","2","7","0.286","0.286","0.152","2","7","0.286","0","0","0","203914","Gary Harris","1610612743","DEN","20","55","7"
"1533","0.032","1","7","0.143","0.143","0.028","1","6","0.167","0.005","0","1","0","202066","Garrett Temple","1610612764","WAS","29","52","6"
"1534","0.041","1","7","0.143","0.143","0.041","1","7","0.143","0","0","0","2742","Sebastian Telfair","1610612760","OKC","30","16","7","0.057"
"1535","1","7","0.143","0.143","0.049","1","6","0.167","0.008","0","1","0","2045","Hedo Turkoglu","1610612746","LAC","36","62","6","0.032"
"1536","4","6","0.667","0.75","0.027","3","5","0.6","0.005","1","1","1","204037","Travis Wear","1610612752","NYK","24","50","6","0.03"
"1537","4","6","0.667","0.667","0.03","4","6","0.667","0","0","0","202779","Dwight Buycks","1610612747","LAL","26","6","3","0.15","4"
"1538","6","0.667","0.75","0.125","3","5","0.6","0.025","1","1","1","203088","Kendall Marshall","1610612749","MIL","23","27","4","0.059","4"
"1539","6","0.667","0.667","0.059","4","6","0.667","0","0","0","203923","James Young","1610612738","BOS","19","31","6","0.059","4","6"
"1540","0.667","0.667","0.059","4","6","0.667","0","0","0","203957","Dante Exum","1610612762","UTA","19","82","6","0.014","4","6","0.667"
"1541","0.667","0.014","4","6","0.667","0","0","0","203949","James Michael McAdoo","1610612744","GSW","22","15","3","0.068","4","6","0.667","0.667"
"1542","0.068","4","6","0.667","0","0","0","203991","Clint Capela","1610612745","HOU","21","12","5","0.207","3","6","0.5","0.5","0.207"
"1543","3","6","0.5","0","0","0","202690","Jimmer Fredette","1610612740","NOP","26","50","6","0.036","3","6","0.5","0.5","0.036","3"
"1544","6","0.5","0","0","0","203894","Shabazz Napier","1610612748","MIA","23","51","6","0.026","3","6","0.5","0.5","0.026","3","6"
"1545","0.5","0","0","0","101183","Shavlik Randolph","1610612738","BOS","31","21","5","0.171","2","6","0.333","0.333","0.171","2","6","0.333"
"1546","0","0","0","203910","Nick Johnson","1610612745","HOU","22","27","6","0.08","2","6","0.333","0.333","0.08","2","6","0.333","0"
"1547","0","0","203508","Sergey Karasev","1610612751","BKN","21","33","5","0.045","2","6","0.333","0.333","0.045","2","6","0.333","0","0"
"1548","0","203495","Ricky Ledo","1610612752","NYK","22","17","6","0.063","2","6","0.333","0.333","0.063","2","6","0.333","0","0","0"
"1549","201575","Brandon Rush","1610612744","GSW","29","33","5","0.113","1","6","0.167","0.167","0.113","1","6","0.167","0","0","0","200797"
"1550","Ryan Hollins","1610612758","SAC","30","46","3","0.061","4","5","0.8","0.8","0.061","4","5","0.8","0","0","0","202952","Malcolm Thomas"
"1551","1610612755","PHI","26","17","5","0.128","3","5","0.6","0.6","0.128","3","5","0.6","0","0","0","2557","Luke Ridnour","1610612753"
"1552","ORL","34","47","5","0.029","3","5","0.6","0.6","0.029","3","5","0.6","0","0","0","2222","Gerald Wallace","1610612738","BOS"
"1553","32","32","5","0.147","3","5","0.6","0.6","0.147","3","5","0.6","0","0","0","203133","Robbie Hummel","1610612750","MIN","26"
"1554","44","5","0.03","2","5","0.4","0.4","0.03","2","5","0.4","0","0","0","203584","Troy Daniels","1610612766","CHA","23","46"
"1555","5","0.031","2","5","0.4","0.4","0.025","2","4","0.5","0.006","0","1","0","204022","Jack Cooley","1610612762","UTA","24","16"
"1556","4","0.227","1","5","0.2","0.2","0.227","1","5","0.2","0","0","0","203108","Bernard James","1610612742","DAL","30","16","4"
"1557","0.185","0","5","0","0","0.185","0","5","0","0","0","0","202130","Reggie Williams","1610612759","SAS","28","20","4","0.103"
"1558","4","4","1","1","0.103","4","4","1","0","0","0","2030","Kenyon Martin","1610612749","MIL","37","10","4","0.19","3"
"1559","4","0.75","0.75","0.19","3","4","0.75","0","0","0","203950","Jarnell Stokes","1610612763","MEM","21","19","3","0.108","3","4"
"1560","0.75","0.75","0.108","3","4","0.75","0","0","0","203128","Furkan Aldemir","1610612755","PHI","23","41","3","0.052","2","4","0.5"
"1561","0.5","0.052","2","4","0.5","0","0","0","201589","Darrell Arthur","1610612743","DEN","27","58","3","0.01","2","4","0.5","0.5"
"1562","0.01","2","4","0.5","0","0","0","2217","Brendan Haywood","1610612739","CLE","35","22","4","0.133","1","4","0.25","0.25","0.133"
"1563","1","4","0.25","0","0","0","101128","Francisco Garcia","1610612745","HOU","33","14","3","0.063","1","4","0.25","0.25","0.063","1"
"1564","4","0.25","0","0","0","202331","Paul George","1610612754","IND","25","6","4","0.082","0","4","0","0","0.082","0","4"
"1565","0","0","0","0","201858","Cartier Martin","1610612765","DET","30","23","2","0.058","3","3","1","1","0.058","3","3","1"
"1566","0","0","0","101249","John Lucas III","1610612765","DET","32","21","3","0.029","3","3","1","1","0.029","3","3","1","0"
"1567","0","0","202721","Darius Morris","1610612751","BKN","24","38","3","0.029","3","3","1","1","0.029","3","3","1","0","0"
"1568","0","203459","Allen Crabbe","1610612757","POR","23","51","3","0.02","3","3","1","1.167","0.013","2","2","1","0.007","1","1"
"1569","1","203098","John Jenkins","1610612737","ATL","24","24","3","0.03","2","3","0.667","0.667","0.03","2","3","0.667","0","0","0"
"1570","203099","Jared Cunningham","1610612746","LAC","24","19","3","0.091","2","3","0.667","0.667","0.091","2","3","0.667","0","0","0","203540"
"1571","Gigi Datome","1610612738","BOS","27","21","3","0.034","2","3","0.667","0.667","0.034","2","3","0.667","0","0","0","203210","JaMychal Green"
"1572","1610612763","MEM","25","24","3","0.158","2","3","0.667","0.667","0.158","2","3","0.667","0","0","0","1737","Nazr Mohammed","1610612741"
"1573","CHI","37","23","3","0.103","2","3","0.667","0.667","0.103","2","3","0.667","0","0","0","203545","Miroslav Raduljica","1610612750","MIN"
"1574","27","5","3","0.375","1","3","0.333","0.333","0.375","1","3","0.333","0","0","0","203925","Joe Harris","1610612739","CLE","23"
"1575","51","3","0.025","1","3","0.333","0.333","0.025","1","3","0.333","0","0","0","203939","Dwight Powell","1610612742","DAL","23","29"
"1576","3","0.045","1","3","0.333","0.333","0.045","1","3","0.333","0","0","0","203475","Erick Green","1610612743","DEN","24","43","3"
"1577","0.019","1","3","0.333","0.5","0.012","0","2","0","0.006","1","1","1","200770","Jordan Farmar","1610612746","LAC","28","36","3"
"1578","0.019","1","3","0.333","0.333","0.019","1","3","0.333","0","0","0","202361","Landry Fields","1610612761","TOR","27","26","3","0.077"
"1579","1","3","0.333","0.333","0.077","1","3","0.333","0","0","0","203998","Bruno Caboclo","1610612761","TOR","19","8","2","0.25","0"
"1580","3","0","0","0.25","0","3","0","0","0","0","203505","Vander Blue","1610612747","LAL","22","2","2","0.1","0","3"
"1581","0","0","0.1","0","3","0","0","0","0","204025","Tim Frazier","1610612757","POR","24","11","2","0.058","0","3","0"
"1582","0","0.058","0","3","0","0","0","0","203963","Shayne Whittington","1610612754","IND","24","20","3","0.071","0","3","0","0"
"1583","0.071","0","3","0","0","0","0","2034","Mike Miller","1610612739","CLE","35","51","2","0.018","1","2","0.5","0.75","0.009"
"1584","0","1","0","0.009","1","1","1","202620","Arinze Onuaku","1610612750","MIN","27","6","2","0.143","1","2","0.5","0.5","0.143"
"1585","1","2","0.5","0","0","0","203955","Bryce Cotton","1610612762","UTA","22","15","1","0.029","1","2","0.5","0.5","0.029","1"
"1586","2","0.5","0","0","0","1882","Elton Brand","1610612737","ATL","36","36","2","0.022","1","2","0.5","0.5","0.022","1","2"
"1587","0.5","0","0","0","201604","Chris Douglas-Roberts","1610612746","LAC","28","12","1","0.095","1","2","0.5","0.75","0.048","0","1","0"
"1588","0.048","1","1","1","203268","Jorge Gutierrez","1610612749","MIL","26","20","2","0.049","1","2","0.5","0.5","0.049","1","2","0.5"
"1589","0","0","0","204054","Zoran Dragic","1610612748","MIA","26","16","1","0.067","1","2","0.5","0.5","0.067","1","2","0.5","0"
"1590","0","0","203546","Ian Clark","1610612743","DEN","24","30","1","0.038","1","2","0.5","0.5","0.038","1","2","0.5","0","0"
"1591","0","2202","Jason Richardson","1610612755","PHI","34","19","2","0.011","0","2","0","0","0.006","0","1","0","0.006","0","1"
"1592","0","203565","Patrick Christopher","1610612762","UTA","27","4","1","0.167","0","2","0","0","0.167","0","2","0","0","0","0"
"1593","203143","Pablo Prigioni","1610612745","HOU","38","66","2","0.009","0","2","0","0","0.004","0","1","0","0.004","0","1","0"
"1594","101110","Martell Webster","1610612764","WAS","28","32","2","0.022","0","2","0","0","0.022","0","2","0","0","0","0","203318"
"1595","Glen Rice Jr.","1610612764","WAS","24","5","2","0.133","0","2","0","0","0.133","0","2","0","0","0","0","203136","Ognjen Kuzmic"
"1596","1610612744","GSW","25","16","1","0.083","1","1","1","1","0.083","1","1","1","0","0","0","201964","Victor Claver","1610612757"
"1597","POR","26","10","1","0.05","1","1","1","1","0.05","1","1","1","0","0","0","203912","CJ Wilcox","1610612746","LAC"
"1598","24","21","1","0.026","1","1","1","1","0.026","1","1","1","0","0","0","203893","Russ Smith","1610612763","MEM","24"
"1599","12","1","0.04","1","1","1","1","0.04","1","1","1","0","0","0","201611","Henry Walker","1610612748","MIA","27","24"
"1600","1","0.007","1","1","1","1","0.007","1","1","1","0","0","0","201948","Austin Daye","1610612737","ATL","27","34","1"
"1601","0.007","1","1","1","1","0.007","1","1","1","0","0","0","201991","Lester Hudson","1610612746","LAC","30","5","1","0.071"
"1602","1","1","1","1","0.071","1","1","1","0","0","0","2563","Dahntay Jones","1610612746","LAC","34","33","1","0.048","1"
"1603","1","1","1","0.048","1","1","1","0","0","0","203805","Will Cherry","1610612739","CLE","24","8","1","0.053","0","1"
"1604","0","0","0.053","0","1","0","0","0","0","2422","John Salmons","1610612740","NOP","35","21","1","0.021","0","1","0"
"1605","0","0.021","0","1","0","0","0","0","201962","Toney Douglas","1610612740","NOP","29","12","1","0.02","0","1","0","0"
"1606","0.02","0","1","0","0","0","0","203906","Devyn Marble","1610612753","ORL","22","16","1","0.023","0","1","0","0","0.023"
