"","player_id","player_name","player_last_team_id","player_last_team_abbreviation","age","gp","g","fga_frequency","fgm","fga","fg_pct","efg_pct","fg2a_frequency","fg2m","fg2a","fg2_pct","fg3a_frequency","fg3m","fg3a","fg3_pct"
"9205","HOU","29","81","16","0.019","7","17","0.412","0.588","0.002","1","2","0.5","0.017","6","15","0.4","201229","Anthony Tolliver","1610612765"
"9206","DET","30","76","13","0.041","10","16","0.625","0.875","0.005","2","2","1","0.036","8","14","0.571","201160","Jason Smith","1610612752"
"9207","NYK","29","81","14","0.027","9","16","0.563","0.563","0.026","9","15","0.6","0.002","0","1","0","202693","Markieff Morris","1610612756"
"9208","PHX","25","82","15","0.015","8","16","0.5","0.625","0.007","4","8","0.5","0.007","4","8","0.5","201145","Jeff Green","1610612763"
"9209","MEM","28","78","15","0.017","8","16","0.5","0.688","0.003","2","3","0.667","0.013","6","13","0.462","202699","Tobias Harris","1610612753"
"9210","ORL","22","68","15","0.017","7","16","0.438","0.594","0.005","2","5","0.4","0.012","5","11","0.455","202683","Enes Kanter","1610612760"
"9211","OKC","23","75","15","0.017","6","16","0.375","0.438","0.012","4","11","0.364","0.005","2","5","0.4","202711","Bojan Bogdanovic","1610612751"
"9212","BKN","26","78","12","0.028","6","16","0.375","0.531","0.002","1","1","1","0.027","5","15","0.333","2738","Andre Iguodala","1610612744"
"9213","GSW","31","77","14","0.033","5","16","0.313","0.438","0.004","1","2","0.5","0.029","4","14","0.286","101108","Chris Paul","1610612746"
"9214","LAC","30","82","15","0.014","5","16","0.313","0.469","0.003","0","3","0","0.011","5","13","0.385","202704","Reggie Jackson","1610612765"
"9215","DET","25","77","13","0.015","10","15","0.667","0.967","0.004","1","4","0.25","0.011","9","11","0.818","202713","Kyle Singler","1610612760"
"9216","OKC","27","80","14","0.034","8","15","0.533","0.733","0.007","2","3","0.667","0.027","6","12","0.5","1495","Tim Duncan","1610612759"
"9217","SAS","39","77","12","0.018","7","15","0.467","0.467","0.018","7","15","0.467","0","0","0","2743","Kris Humphries","1610612764","WAS"
"9218","30","64","12","0.034","7","15","0.467","0.467","0.034","7","15","0.467","0","0","0","203114","Khris Middleton","1610612749","MIL","23"
"9219","78","14","0.018","7","15","0.467","0.667","0.004","1","3","0.333","0.014","6","12","0.5","201569","Eric Gordon","1610612740","NOP","26"
"9220","61","13","0.022","7","15","0.467","0.633","0.004","2","3","0.667","0.017","5","12","0.417","201163","Wilson Chandler","1610612743","DEN","28"
"9221","78","14","0.015","6","15","0.4","0.567","0.002","1","2","0.5","0.013","5","13","0.385","101145","Monta Ellis","1610612742","DAL","29"
"9222","80","15","0.011","6","15","0.4","0.5","0.004","3","6","0.5","0.007","3","9","0.333","2736","Luol Deng","1610612748","MIA","30"
"9223","71","13","0.019","6","15","0.4","0.567","0.003","1","2","0.5","0.017","5","13","0.385","203110","Draymond Green","1610612744","GSW","25"
"9224","79","12","0.02","4","15","0.267","0.3","0.008","3","6","0.5","0.012","1","9","0.111","203918","Rodney Hood","1610612762","UTA","22"
"9225","50","14","0.037","10","14","0.714","1.036","0.005","1","2","0.5","0.032","9","12","0.75","203082","Terrence Ross","1610612761","TOR","24"
"9226","82","14","0.019","9","14","0.643","0.893","0.003","2","2","1","0.016","7","12","0.583","201579","Roy Hibbert","1610612754","IND","28"
"9227","76","13","0.02","9","14","0.643","0.643","0.02","9","14","0.643","0","0","0","708","Kevin Garnett","1610612750","MIN","39","47"
"9228","11","0.047","9","14","0.643","0.643","0.047","9","14","0.643","0","0","0","201976","Patrick Beverley","1610612745","HOU","26","56","12"
"9229","0.026","8","14","0.571","0.786","0.004","2","2","1","0.023","6","12","0.5","2399","Mike Dunleavy","1610612741","CHI","34","63","12"
"9230","0.029","8","14","0.571","0.75","0.008","3","4","0.75","0.021","5","10","0.5","201566","Russell Westbrook","1610612760","OKC","26","67","12"
"9231","0.01","7","14","0.5","0.607","0.004","4","6","0.667","0.005","3","8","0.375","201144","Mike Conley","1610612763","MEM","27","70","12"
"9232","0.016","7","14","0.5","0.679","0.003","2","3","0.667","0.013","5","11","0.455","201588","George Hill","1610612754","IND","29","43","11"
"9233","0.026","7","14","0.5","0.75","0.002","0","1","0","0.024","7","13","0.538","2734","Devin Harris","1610612742","DAL","32","76","11"
"9234","0.027","7","14","0.5","0.75","0.006","0","3","0","0.021","7","11","0.636","201150","Spencer Hawes","1610612746","LAC","27","73","13"
"9235","0.034","7","14","0.5","0.679","0.005","2","2","1","0.029","5","12","0.417","201162","Jared Dudley","1610612749","MIL","29","71","13"
"9236","0.034","6","14","0.429","0.536","0.015","3","6","0.5","0.019","3","8","0.375","201960","DeMarre Carroll","1610612737","ATL","28","70","12"
"9237","0.022","6","14","0.429","0.571","0.005","2","3","0.667","0.017","4","11","0.364","200826","Jose Juan Barea","1610612742","DAL","31","77","13"
"9238","0.026","5","14","0.357","0.5","0.004","1","2","0.5","0.022","4","12","0.333","202681","Kyrie Irving","1610612739","CLE","23","74","13"
"9239","0.012","5","14","0.357","0.464","0.002","2","2","1","0.01","3","12","0.25","203118","Mike Scott","1610612737","ATL","26","68","12"
"9240","0.031","5","14","0.357","0.5","0.007","1","3","0.333","0.024","4","11","0.364","201596","Mario Chalmers","1610612748","MIA","29","79","14"
"9241","0.022","5","14","0.357","0.5","0.005","1","3","0.333","0.017","4","11","0.364","201601","Luc Mbah a Moute","1610612755","PHI","28","67","13"
"9242","0.023","4","14","0.286","0.393","0.013","1","8","0.125","0.01","3","6","0.5","101139","CJ Miles","1610612754","IND","28","70","12"
"9243","0.017","3","14","0.214","0.286","0.004","1","3","0.333","0.013","2","11","0.182","202703","Nikola Mirotic","1610612741","CHI","24","82","11"
"9244","0.021","11","13","0.846","1.154","0.005","3","3","1","0.016","8","10","0.8","201158","Marco Belinelli","1610612759","SAS","29","62","11"
"9245","0.028","9","13","0.692","0.885","0.013","4","6","0.667","0.015","5","7","0.714","203471","Dennis Schroder","1610612737","ATL","21","77","12"
"9246","0.02","8","13","0.615","0.808","0.005","3","3","1","0.015","5","10","0.5","2584","Willie Green","1610612753","ORL","33","52","12"
"9247","0.042","8","13","0.615","0.731","0.016","5","5","1","0.026","3","8","0.375","203527","Ryan Kelly","1610612747","LAL","24","52","10"
"9248","0.042","8","13","0.615","0.846","0.013","2","4","0.5","0.029","6","9","0.667","101141","Ersan Ilyasova","1610612749","MIL","28","57","12"
"9249","0.024","8","13","0.615","0.808","0.011","3","6","0.5","0.013","5","7","0.714","201939","Stephen Curry","1610612744","GSW","27","80","12"
"9250","0.01","7","13","0.538","0.769","0.002","1","2","0.5","0.008","6","11","0.545","203076","Anthony Davis","1610612740","NOP","22","68","13"
"9251","0.011","7","13","0.538","0.538","0.011","7","13","0.538","0","0","0","202700","Donatas Motiejunas","1610612745","HOU","24","70","12","0.019"
"9252","6","13","0.462","0.692","0.003","0","2","0","0.016","6","11","0.545","201941","Jordan Hill","1610612747","LAL","27","70","11","0.017"
"9253","6","13","0.462","0.462","0.017","6","13","0.462","0","0","0","201945","Gerald Henderson","1610612766","CHA","27","80","12","0.015","6"
"9254","13","0.462","0.5","0.008","5","7","0.714","0.007","1","6","0.167","201147","Corey Brewer","1610612745","HOU","29","79","13","0.016","6"
"9255","13","0.462","0.615","0.004","2","3","0.667","0.013","4","10","0.4","200768","Kyle Lowry","1610612761","TOR","29","70","13","0.012","5"
"9256","13","0.385","0.538","0.002","1","2","0.5","0.011","4","11","0.364","2544","LeBron James","1610612739","CLE","30","68","13","0.01","3"
"9257","13","0.231","0.308","0.003","1","4","0.25","0.007","2","9","0.222","203487","Michael Carter-Williams","1610612749","MIL","23","66","13","0.014","2"
"9258","13","0.154","0.192","0.004","1","4","0.25","0.01","1","9","0.111","202344","Trevor Booker","1610612762","UTA","27","79","11","0.026","8"
"9259","12","0.667","0.917","0.009","2","4","0.5","0.017","6","8","0.75","202696","Nikola Vucevic","1610612753","ORL","24","74","12","0.01","8"
"9260","12","0.667","0.708","0.009","7","11","0.636","0.001","1","1","1","201573","Jerryd Bayless","1610612749","MIL","26","76","12","0.024","7"
"9261","12","0.583","0.708","0.012","4","6","0.667","0.012","3","6","0.5","202689","Kemba Walker","1610612766","CHA","25","62","10","0.012","7"
"9262","12","0.583","0.833","0.003","1","3","0.333","0.009","6","9","0.667","203086","Meyers Leonard","1610612757","POR","23","55","11","0.049","7"
"9263","12","0.583","0.875","0.008","0","2","0","0.041","7","10","0.7","202498","Lance Thomas","1610612752","NYK","27","61","12","0.03","6"
"9264","12","0.5","0.583","0.025","4","10","0.4","0.005","2","2","1","203506","Victor Oladipo","1610612753","ORL","23","72","9","0.011","6"
"9265","12","0.5","0.667","0.004","2","4","0.5","0.007","4","8","0.5","202694","Marcus Morris","1610612756","PHX","25","81","12","0.016","5"
"9266","12","0.417","0.625","0.001","0","1","0","0.014","5","11","0.455","101112","Channing Frye","1610612753","ORL","32","75","11","0.025","5"
"9267","12","0.417","0.542","0.006","2","3","0.667","0.019","3","9","0.333","202349","Greivis Vasquez","1610612761","TOR","28","82","10","0.017","5"
"9268","12","0.417","0.583","0.004","1","3","0.333","0.012","4","9","0.444","201152","Thaddeus Young","1610612751","BKN","27","75","10","0.013","5"
"9269","12","0.417","0.583","0.006","1","6","0.167","0.006","4","6","0.667","203081","Damian Lillard","1610612757","POR","24","82","11","0.009","4"
"9270","12","0.333","0.458","0.001","1","2","0.5","0.007","3","10","0.3","1717","Dirk Nowitzki","1610612742","DAL","37","77","11","0.011","4"
"9271","12","0.333","0.333","0.008","4","9","0.444","0.003","0","3","0","202326","DeMarcus Cousins","1610612758","SAC","24","59","11","0.011","4"
"9272","12","0.333","0.333","0.011","4","12","0.333","0","0","0","202688","Brandon Knight","1610612756","PHX","23","62","10","0.014","4","12"
"9273","0.333","0.5","0","0","0","0.014","4","12","0.333","203924","Jerami Grant","1610612755","PHI","21","65","11","0.035","3","12","0.25"
"9274","0.333","0.003","1","1","1","0.032","2","11","0.182","203084","Harrison Barnes","1610612744","GSW","23","82","12","0.019","3","12","0.25"
"9275","0.375","0.003","0","2","0","0.015","3","10","0.3","200761","Shawne Williams","1610612765","DET","29","62","11","0.041","3","12","0.25"
"9276","0.333","0.007","1","2","0.5","0.034","2","10","0.2","202339","Eric Bledsoe","1610612756","PHX","25","81","11","0.012","2","12","0.167"
"9277","0.25","0.003","0","3","0","0.009","2","9","0.222","101114","Deron Williams","1610612751","BKN","31","68","9","0.014","10","11","0.909"
"9278","1.182","0.005","4","4","1","0.009","6","7","0.857","202340","Avery Bradley","1610612738","BOS","24","77","11","0.011","7","11","0.636"
"9279","0.909","0.002","1","2","0.5","0.009","6","9","0.667","203112","Quincy Acy","1610612752","NYK","24","67","10","0.034","7","11","0.636"
"9280","0.682","0.024","6","8","0.75","0.009","1","3","0.333","202325","Wesley Johnson","1610612747","LAL","27","76","11","0.016","6","11","0.545"
"9281","0.682","0.007","3","5","0.6","0.009","3","6","0.5","203521","Matthew Dellavedova","1610612739","CLE","24","66","10","0.036","6","11","0.545"
"9282","0.818","0.007","0","2","0","0.03","6","9","0.667","201584","Courtney Lee","1610612763","MEM","29","77","11","0.017","6","11","0.545"
"9283","0.727","0.005","2","3","0.667","0.013","4","8","0.5","203469","Cody Zeller","1610612766","CHA","22","62","11","0.03","5","11","0.455"
"9284","0.455","0.03","5","11","0.455","0","0","0","1938","Manu Ginobili","1610612759","SAS","37","70","10","0.019","5","11","0.455","0.545"
"9285","0.01","3","6","0.5","0.009","2","5","0.4","200752","Rudy Gay","1610612758","SAC","28","68","11","0.01","5","11","0.455","0.682"
"9286","0.001","0","1","0","0.009","5","10","0.5","203085","Austin Rivers","1610612746","LAC","22","76","10","0.022","5","11","0.455","0.591"
"9287","0.008","2","4","0.5","0.014","3","7","0.429","203490","Otto Porter","1610612764","WAS","22","74","10","0.028","5","11","0.455","0.636"
"9288","0.008","1","3","0.333","0.02","4","8","0.5","203145","Kent Bazemore","1610612737","ATL","25","75","11","0.034","4","11","0.364","0.5"
"9289","0.006","1","2","0.5","0.027","3","9","0.333","101127","Jarrett Jack","1610612751","BKN","31","80","9","0.014","4","11","0.364","0.455"
"9290","0.005","2","4","0.5","0.009","2","7","0.286","201571","D.J. Augustin","1610612760","OKC","27","82","9","0.017","4","11","0.364","0.545"
"9291","0","0","0","0.017","4","11","0.364","203143","Pablo Prigioni","1610612745","HOU","38","66","8","0.048","3","11","0.273","0.409","0"
"9292","0","0","0.048","3","11","0.273","203897","Zach LaVine","1610612750","MIN","20","76","11","0.016","3","11","0.273","0.364","0.003","1"
"9293","2","0.5","0.013","2","9","0.222","203798","PJ Hairston","1610612766","CHA","22","45","9","0.041","2","11","0.182","0.273","0","0"
"9294","0","0.041","2","11","0.182","201578","Marreese Speights","1610612744","GSW","27","76","9","0.017","2","11","0.182","0.182","0.016","2","10"
"9295","0.2","0.002","0","1","0","200782","PJ Tucker","1610612756","PHX","30","78","11","0.019","2","11","0.182","0.227","0.003","1","2"
"9296","0.5","0.015","1","9","0.111","202697","Iman Shumpert","1610612739","CLE","25","62","11","0.023","2","11","0.182","0.227","0.006","1","3"
"9297","0.333","0.017","1","8","0.125","203476","Gorgui Dieng","1610612750","MIN","25","72","10","0.02","7","10","0.7","0.7","0.018","7","9"
"9298","0.778","0.002","0","1","0","101162","Marcin Gortat","1610612764","WAS","31","82","10","0.013","7","10","0.7","0.7","0.013","7","10"
"9299","0.7","0","0","0","2747","J.R. Smith","1610612739","CLE","29","70","10","0.013","7","10","0.7","1","0.001","1","1","1"
"9300","0.012","6","9","0.667","201155","Rodney Stuckey","1610612754","IND","29","71","9","0.013","6","10","0.6","0.85","0.004","1","3","0.333"
"9301","0.009","5","7","0.714","201586","Serge Ibaka","1610612760","OKC","25","64","10","0.013","6","10","0.6","0.7","0.008","4","6","0.667"
"9302","0.005","2","4","0.5","203503","Tony Snell","1610612741","CHI","23","72","10","0.027","6","10","0.6","0.8","0.005","2","2","1"
"9303","0.022","4","8","0.5","203078","Bradley Beal","1610612764","WAS","22","63","9","0.012","6","10","0.6","0.85","0.004","1","3","0.333"
"9304","0.008","5","7","0.714","2757","Beno Udrih","1610612763","MEM","32","79","9","0.02","6","10","0.6","0.8","0.006","2","3","0.667"
"9305","0.014","4","7","0.571","2585","Zaza Pachulia","1610612749","MIL","31","72","10","0.02","6","10","0.6","0.6","0.02","6","10","0.6"
"9306","0","0","0","202335","Patrick Patterson","1610612761","TOR","26","81","9","0.019","6","10","0.6","0.9","0","0","0","0.019","6"
"9307","10","0.6","201167","Arron Afflalo","1610612757","POR","29","78","9","0.011","5","10","0.5","0.7","0.002","1","2","0.5","0.009","4"
"9308","8","0.5","203501","Tim Hardaway Jr.","1610612752","NYK","23","69","9","0.014","5","10","0.5","0.7","0.001","1","1","1","0.013","4"
"9309","9","0.444","201973","Jonas Jerebko","1610612738","BOS","28","75","10","0.027","5","10","0.5","0.65","0.011","2","4","0.5","0.016","3"
"9310","6","0.5","201228","CJ Watson","1610612754","IND","31","57","10","0.024","5","10","0.5","0.7","0.01","1","4","0.25","0.014","4"
"9311","6","0.667","202691","Klay Thompson","1610612744","GSW","25","77","9","0.008","5","10","0.5","0.7","0.002","1","2","0.5","0.006","4"
"9312","8","0.5","203138","Hollis Thompson","1610612755","PHI","24","71","10","0.019","4","10","0.4","0.55","0.004","1","2","0.5","0.015","3"
"9313","8","0.375","202407","Elijah Millsap","1610612762","UTA","27","47","8","0.043","4","10","0.4","0.6","0.004","0","1","0","0.038","4"
"9314","9","0.444","203148","Brian Roberts","1610612766","CHA","29","72","10","0.022","4","10","0.4","0.55","0.004","1","2","0.5","0.018","3"
"9315","8","0.375","202718","Chandler Parsons","1610612742","DAL","26","66","10","0.012","4","10","0.4","0.6","0.002","0","2","0","0.01","4"
"9316","8","0.5","202695","Kawhi Leonard","1610612759","SAS","24","64","8","0.012","4","10","0.4","0.6","0.002","0","2","0","0.01","4"
"9317","8","0.5","202397","Ish Smith","1610612755","PHI","26","55","7","0.028","4","10","0.4","0.5","0.008","2","3","0.667","0.019","2"
"9318","7","0.286","202730","Lavoy Allen","1610612754","IND","26","63","9","0.034","4","10","0.4","0.4","0.034","4","10","0.4","0","0"
"9319","0","202324","Derrick Favors","1610612762","UTA","23","74","10","0.011","3","10","0.3","0.35","0.009","2","8","0.25","0.002","1","2"
"9320","0.5","201611","Henry Walker","1610612748","MIA","27","24","8","0.067","3","10","0.3","0.45","0","0","0","0.067","3","10","0.3"
"9321","1891","Jason Terry","1610612745","HOU","37","76","10","0.023","3","10","0.3","0.45","0","0","0","0.023","3","10","0.3","202338"
"9322","Kevin Seraphin","1610612764","WAS","25","79","9","0.022","3","10","0.3","0.3","0.022","3","10","0.3","0","0","0","203079","Dion Waiters"
"9323","1610612760","OKC","23","79","8","0.011","2","10","0.2","0.3","0","0","0","0.011","2","10","0.2","202682","Derrick Williams","1610612758"
"9324","SAC","24","74","10","0.021","2","10","0.2","0.25","0.006","1","3","0.333","0.015","1","7","0.143","2588","Matt Bonner","1610612759"
"9325","SAS","35","72","9","0.039","6","9","0.667","1","0","0","0","0.039","6","9","0.667","2216","Zach Randolph","1610612763","MEM"
"9326","33","71","7","0.01","6","9","0.667","0.667","0.01","6","9","0.667","0","0","0","202709","Cory Joseph","1610612759","SAS","23"
"9327","79","9","0.022","5","9","0.556","0.611","0.015","4","6","0.667","0.007","1","3","0.333","1889","Andre Miller","1610612758","SAC","39"
"9328","81","9","0.031","4","9","0.444","0.556","0.014","2","4","0.5","0.017","2","5","0.4","200757","Thabo Sefolosha","1610612737","ATL","31"
"9329","52","7","0.036","4","9","0.444","0.667","0","0","0","0.036","4","9","0.444","201988","Patty Mills","1610612759","SAS","26","51"
"9330","7","0.027","4","9","0.444","0.611","0.003","1","1","1","0.024","3","8","0.375","2590","Mo Williams","1610612766","CHA","32","67"
"9331","7","0.011","4","9","0.444","0.611","0.005","1","4","0.25","0.006","3","5","0.6","2403","Nene","1610612764","WAS","32","67"
"9332","8","0.015","4","9","0.444","0.444","0.015","4","9","0.444","0","0","0","2406","Caron Butler","1610612765","DET","35","78","9"
"9333","0.023","4","9","0.444","0.556","0.005","2","2","1","0.018","2","7","0.286","202738","Isaiah Thomas","1610612738","BOS","26","67","8"
"9334","0.011","4","9","0.444","0.556","0.005","2","4","0.5","0.006","2","5","0.4","2594","Kyle Korver","1610612737","ATL","34","75","9"
"9335","0.015","4","9","0.444","0.667","0.002","0","1","0","0.013","4","8","0.5","202714","Shelvin Mack","1610612737","ATL","25","55","9"
"9336","0.031","3","9","0.333","0.5","0","0","0","0.031","3","9","0.333","2754","Tony Allen","1610612763","MEM","33","63","8","0.02"
"9337","3","9","0.333","0.5","0.004","0","2","0","0.016","3","7","0.429","203507","Giannis Antetokounmpo","1610612749","MIL","20","80","9","0.012"
"9338","3","9","0.333","0.389","0.008","2","6","0.333","0.004","1","3","0.333","203459","Allen Crabbe","1610612757","POR","23","51","7","0.059"
"9339","3","9","0.333","0.444","0.007","1","1","1","0.053","2","8","0.25","2592","James Jones","1610612739","CLE","34","56","7","0.045"
"9340","2","9","0.222","0.333","0","0","0","0.045","2","9","0.222","203482","Kelly Olynyk","1610612738","BOS","24","64","8","0.017","2"
"9341","9","0.222","0.222","0.012","2","6","0.333","0.006","0","3","0","203460","Andre Roberson","1610612760","OKC","23","67","9","0.045","2"
"9342","9","0.222","0.278","0.005","1","1","1","0.04","1","8","0.125","202362","Lance Stephenson","1610612766","CHA","24","61","9","0.016","1"
"9343","9","0.111","0.111","0.007","1","4","0.25","0.009","0","5","0","203100","Tony Wroten","1610612755","PHI","22","30","9","0.021","0"
"9344","9","0","0","0","0","0","0.021","0","9","0","2225","Tony Parker","1610612759","SAS","33","68","7","0.01","7","8"
"9345","0.875","1.125","0.004","3","3","1","0.006","4","5","0.8","203488","Mike Muscala","1610612737","ATL","23","40","6","0.054","6","8"
"9346","0.75","0.875","0.034","4","5","0.8","0.02","2","3","0.667","2400","Drew Gooden","1610612764","WAS","33","51","7","0.029","5","8"
"9347","0.625","0.75","0.018","3","5","0.6","0.011","2","3","0.667","202391","Jeremy Lin","1610612747","LAL","26","74","8","0.012","5","8"
"9348","0.625","0.688","0.008","4","5","0.8","0.005","1","3","0.333","200745","Andrea Bargnani","1610612752","NYK","29","29","8","0.022","4","8"
"9349","0.5","0.563","0.019","3","7","0.429","0.003","1","1","1","101150","Lou Williams","1610612761","TOR","28","80","7","0.009","4","8"
"9350","0.5","0.688","0.001","1","1","1","0.008","3","7","0.429","1890","Shawn Marion","1610612739","CLE","37","56","8","0.031","4","8"
"9351","0.5","0.688","0.004","1","1","1","0.027","3","7","0.429","201149","Joakim Noah","1610612741","CHI","30","67","8","0.019","4","8"
"9352","0.5","0.5","0.019","4","8","0.5","0","0","0","101111","Charlie Villanueva","1610612742","DAL","30","64","7","0.022","4","8","0.5"
"9353","0.75","0","0","0","0.022","4","8","0.5","200751","Randy Foye","1610612743","DEN","31","50","8","0.02","3","8","0.375","0.563"
"9354","0","0","0","0.02","3","8","0.375","203124","Kyle O'Quinn","1610612753","ORL","25","51","7","0.033","3","8","0.375","0.563","0.004"
"9355","0","1","0","0.029","3","7","0.429","201609","Goran Dragic","1610612748","MIA","29","78","8","0.008","3","8","0.375","0.438","0.004"
"9356","2","4","0.5","0.004","1","4","0.25","2581","Steve Blake","1610612757","POR","35","81","8","0.024","3","8","0.375","0.5","0.006"
"9357","1","2","0.5","0.018","2","6","0.333","203141","Mirza Teletovic","1610612751","BKN","29","40","6","0.026","2","8","0.25","0.375","0"
"9358","0","0","0.026","2","8","0.25","2550","Kirk Hinrich","1610612741","CHI","34","66","7","0.021","2","8","0.25","0.375","0.005","0"
"9359","2","0","0.016","2","6","0.333","203901","Elfrid Payton","1610612753","ORL","21","82","8","0.011","2","8","0.25","0.313","0.007","1"
"9360","5","0.2","0.004","1","3","0.333","2749","Jameer Nelson","1610612743","DEN","33","63","7","0.016","2","8","0.25","0.313","0.004","1"
"9361","2","0.5","0.012","1","6","0.167","203921","Cleanthony Early","1610612752","NYK","24","39","6","0.038","1","8","0.125","0.125","0.019","1"
"9362","4","0.25","0.019","0","4","0","201563","Michael Beasley","1610612748","MIA","26","24","7","0.038","1","8","0.125","0.125","0.014","1"
"9363","3","0.333","0.024","0","5","0","203544","Pero Antic","1610612737","ATL","32","63","8","0.027","0","8","0","0","0.003","0"
"9364","1","0","0.024","0","7","0","201967","Dante Cunningham","1610612740","NOP","28","66","7","0.021","5","7","0.714","0.714","0.021","5"
"9365","7","0.714","0","0","0","203960","JaKarr Sampson","1610612755","PHI","22","74","6","0.021","4","7","0.571","0.857","0","0","0"
"9366","0.021","4","7","0.571","2045","Hedo Turkoglu","1610612746","LAC","36","62","6","0.037","4","7","0.571","0.857","0","0","0","0.037"
"9367","4","7","0.571","203496","Robert Covington","1610612755","PHI","24","70","7","0.009","4","7","0.571","0.857","0","0","0","0.009","4"
"9368","7","0.571","203909","KJ McDaniels","1610612745","HOU","22","62","7","0.016","4","7","0.571","0.786","0.002","1","1","1","0.014","3"
"9369","6","0.5","201943","Brandon Jennings","1610612765","DET","25","41","7","0.013","3","7","0.429","0.429","0.009","3","5","0.6","0.004","0"
"9370","2","0","2223","Samuel Dalembert","1610612752","NYK","35","32","7","0.054","3","7","0.429","0.429","0.054","3","7","0.429","0","0"
"9371","0","201196","Ramon Sessions","1610612764","WAS","29","64","6","0.021","3","7","0.429","0.643","0.009","0","3","0","0.012","3","4"
"9372","0.75","201978","Chase Budinger","1610612750","MIN","27","66","7","0.018","3","7","0.429","0.571","0.003","1","1","1","0.016","2","6"
"9373","0.333","203917","Nik Stauskas","1610612758","SAC","21","73","7","0.024","3","7","0.429","0.643","0.003","0","1","0","0.02","3","6"
"9374","0.5","202329","Al-Farouq Aminu","1610612742","DAL","24","74","7","0.02","3","7","0.429","0.571","0.003","1","1","1","0.017","2","6"
"9375","0.333","101123","Gerald Green","1610612756","PHX","29","74","6","0.009","3","7","0.429","0.643","0","0","0","0.009","3","7","0.429"
"9376","203087","Jeremy Lamb","1610612760","OKC","23","47","6","0.028","3","7","0.429","0.643","0","0","0","0.028","3","7","0.429","201574"
"9377","Jason Thompson","1610612758","SAC","28","81","7","0.016","2","7","0.286","0.286","0.016","2","7","0.286","0","0","0","101187","Alan Anderson"
"9378","1610612751","BKN","32","74","7","0.016","2","7","0.286","0.429","0.005","0","2","0","0.012","2","5","0.4","200765","Rajon Rondo"
"9379","1610612742","DAL","29","68","7","0.011","2","7","0.286","0.357","0.003","1","2","0.5","0.008","1","5","0.2","203123","Kostas Papanikolaou"
"9380","1610612745","HOU","24","42","7","0.037","2","7","0.286","0.429","0.005","0","1","0","0.032","2","6","0.333","201954","Darren Collison"
"9381","1610612758","SAC","27","45","7","0.013","2","7","0.286","0.357","0.004","1","2","0.5","0.009","1","5","0.2","203492","Ray McCallum"
"9382","1610612758","SAC","24","68","7","0.015","2","7","0.286","0.357","0.006","1","3","0.333","0.009","1","4","0.25","1718","Paul Pierce"
"9383","1610612764","WAS","37","73","7","0.011","1","7","0.143","0.214","0","0","0","0.011","1","7","0.143","201565","Derrick Rose","1610612741"
"9384","CHI","26","51","7","0.008","1","7","0.143","0.143","0.002","1","2","0.5","0.006","0","5","0","203952","Andrew Wiggins","1610612750"
"9385","MIN","20","81","7","0.006","1","7","0.143","0.143","0.002","1","2","0.5","0.004","0","5","0","204038","Langston Galloway","1610612752"
"9386","NYK","23","44","5","0.012","5","6","0.833","1.167","0.002","1","1","1","0.01","4","5","0.8","2037","Jamal Crawford","1610612746"
"9387","LAC","35","64","6","0.007","4","6","0.667","0.917","0.004","1","3","0.333","0.004","3","3","1","201961","Wayne Ellington","1610612747"
"9388","LAL","27","65","6","0.01","4","6","0.667","0.917","0.002","1","1","1","0.008","3","5","0.6","203092","Tyler Zeller","1610612738"
"9389","BOS","25","82","6","0.01","3","6","0.5","0.5","0.01","3","6","0.5","0","0","0","203516","James Ennis","1610612748","MIA"
"9390","24","62","5","0.024","3","6","0.5","0.75","0","0","0","0.024","3","6","0.5","202066","Garrett Temple","1610612764","WAS","29"
"9391","52","5","0.035","3","6","0.5","0.75","0.006","0","1","0","0.029","3","5","0.6","203457","Nerlens Noel","1610612755","PHI","21"
"9392","75","6","0.009","3","6","0.5","0.5","0.009","3","6","0.5","0","0","0","2446","Rasual Butler","1610612764","WAS","36","75"
"9393","5","0.012","3","6","0.5","0.667","0.004","1","2","0.5","0.008","2","4","0.5","2546","Carmelo Anthony","1610612752","NYK","31","39"
"9394","5","0.008","3","6","0.5","0.5","0.005","3","4","0.75","0.003","0","2","0","203894","Shabazz Napier","1610612748","MIA","23","51"
"9395","6","0.026","3","6","0.5","0.583","0.018","2","4","0.5","0.009","1","2","0.5","201949","James Johnson","1610612761","TOR","28","70"
"9396","6","0.015","3","6","0.5","0.667","0.005","1","2","0.5","0.01","2","4","0.5","203477","Isaiah Canaan","1610612755","PHI","24","46"
"9397","5","0.016","3","6","0.5","0.667","0.003","1","1","1","0.014","2","5","0.4","201581","JJ Hickson","1610612743","DEN","26","73"
"9398","6","0.013","2","6","0.333","0.333","0.013","2","6","0.333","0","0","0","203096","Jared Sullinger","1610612738","BOS","23","58","6"
"9399","0.009","2","6","0.333","0.333","0.004","2","3","0.667","0.004","0","3","0","203461","Anthony Bennett","1610612750","MIN","22","56","4"
"9400","0.02","2","6","0.333","0.417","0.01","1","3","0.333","0.01","1","3","0.333","201568","Danilo Gallinari","1610612743","DEN","26","59","6"
"9401","0.011","2","6","0.333","0.5","0","0","0","0.011","2","6","0.333","2034","Mike Miller","1610612739","CLE","35","51","6","0.055"
"9402","2","6","0.333","0.5","0.009","0","1","0","0.045","2","5","0.4","2210","Richard Jefferson","1610612742","DAL","35","74","6","0.019"
