"","Player","team_id","team_abbreviation","person_id","Team","GP","Poss","Freq","PPP","PTS","FGM","FGA","FG.","eFG.","FT_Freq","TO_Freq","SF_Freq","And_One_Freq","Score_Freq","Percentile","type"
"2667","Lance Stephenson",1610612763,"MEM",202362,"MEM",21,17,0.053,0.76,13,5,13,38.5,38.5,0.176,0.118,0.176,0.059,0.412,0.33,7
"2668","Lance Stephenson",1610612763,"MEM",202362,"LAC",41,12,0.053,1.33,16,8,12,66.7,66.7,0,0,0,0,0.667,0.942,8
"2669","Lance Stephenson",1610612763,"MEM",202362,"MEM",21,12,0.038,1.17,14,6,10,60,60,0.083,0.083,0.083,0,0.583,0.72,8
"2670","Lance Stephenson",1610612763,"MEM",202362,"LAC",41,61,0.271,1.02,62,22,52,42.3,56.7,0.033,0.115,0.016,0,0.393,0.668,10
"2671","Lance Stephenson",1610612763,"MEM",202362,"MEM",21,49,0.153,1.16,57,23,40,57.5,61.3,0.122,0.122,0.122,0.061,0.531,0.906,10
"2672","Lance Stephenson",1610612763,"MEM",202362,"MEM",21,36,0.113,0.94,34,14,28,50,50,0.111,0.139,0.111,0.028,0.472,0.206,11
"2673","Lance Stephenson",1610612763,"MEM",202362,"LAC",41,41,0.182,0.8,33,12,19,63.2,63.2,0.171,0.366,0.146,0,0.439,0.093,11
"2674","Alex Stepheson",1610612763,"MEM",1627293,"MEM",3,15,0.5,0.8,12,5,14,35.7,35.7,0.2,0,0.2,0.133,0.4,0.132,8
"2675","Jarnell Stokes",0,"",203950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2676","Amar'e Stoudemire",1610612748,"MIA",2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2677","Rodney Stuckey",1610612754,"IND",201155,"IND",51,173,0.339,0.71,123,44,131,33.6,34.7,0.121,0.133,0.116,0.017,0.353,0.364,1
"2678","Rodney Stuckey",1610612754,"IND",201155,"IND",52,16,0.031,1.25,20,7,10,70,70,0.188,0.188,0.188,0,0.625,0.596,2
"2679","Rodney Stuckey",1610612754,"IND",201155,"IND",51,42,0.082,0.67,28,12,34,35.3,35.3,0.095,0.095,0.071,0,0.357,0.126,3
"2680","Rodney Stuckey",1610612754,"IND",201155,"IND",51,26,0.051,0.54,14,4,18,22.2,22.2,0.192,0.154,0.192,0.038,0.308,0.106,4
"2681","Rodney Stuckey",1610612754,"IND",201155,"IND",52,26,0.05,0.35,9,1,7,14.3,14.3,0.154,0.615,0.077,0.038,0.154,0.248,5
"2682","Rodney Stuckey",1610612754,"IND",201155,"IND",52,26,0.05,1.19,31,14,25,56,58,0.077,0,0.077,0.038,0.577,0.904,6
"2683","Rodney Stuckey",1610612754,"IND",201155,"IND",52,83,0.16,0.95,79,29,76,38.2,48,0.048,0.036,0.036,0,0.398,0.541,10
"2684","Rodney Stuckey",1610612754,"IND",201155,"IND",51,106,0.208,1.18,125,46,80,57.5,57.5,0.198,0.085,0.16,0.038,0.594,0.655,11
"2685","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,84,0.09,1.04,87,38,71,53.5,53.5,0.119,0.048,0.119,0.012,0.548,0.205,2
"2686","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,53,0.057,0.55,29,10,41,24.4,24.4,0.132,0.094,0.132,0,0.302,0.124,4
"2687","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,63,0.068,0.32,20,4,11,36.4,36.4,0.19,0.651,0.032,0.016,0.19,0.211,5
"2688","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,44,0.047,0.82,36,16,40,40,40,0.045,0.045,0.045,0,0.409,0.352,6
"2689","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,150,0.161,0.84,126,50,119,42,42,0.133,0.107,0.113,0.033,0.427,0.509,7
"2690","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,120,0.129,1.08,129,54,99,54.5,54.5,0.125,0.058,0.117,0.008,0.567,0.534,8
"2691","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,158,0.17,0.9,142,64,144,44.4,47.2,0.051,0.057,0.051,0.019,0.424,0.271,9
"2692","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,189,0.203,0.83,156,69,177,39,42.9,0.021,0.042,0.016,0,0.386,0.272,10
"2693","Jared Sullinger",1610612738,"BOS",203096,"BOS",75,61,0.066,1,61,24,48,50,55.2,0.115,0.115,0.082,0.016,0.475,0.274,11
"2694","Walter Tavares",1610612737,"ATL",204002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2695","Jeff Teague",1610612737,"ATL",201952,"ATL",74,507,0.407,0.8,404,147,379,38.8,41.7,0.107,0.16,0.101,0.016,0.381,0.546,1
"2696","Jeff Teague",1610612737,"ATL",201952,"ATL",74,18,0.014,1.33,24,8,12,66.7,66.7,0.222,0.111,0.222,0,0.667,0.721,2
"2697","Jeff Teague",1610612737,"ATL",201952,"ATL",74,72,0.058,0.81,58,22,59,37.3,42.4,0.083,0.111,0.069,0.014,0.361,0.438,3
"2698","Jeff Teague",1610612737,"ATL",201952,"ATL",74,170,0.137,0.8,136,51,130,39.2,40.8,0.112,0.135,0.094,0.012,0.4,0.493,4
"2699","Jeff Teague",1610612737,"ATL",201952,"ATL",74,72,0.058,0.78,56,9,21,42.9,47.6,0.278,0.431,0.042,0,0.403,0.867,5
"2700","Jeff Teague",1610612737,"ATL",201952,"ATL",74,41,0.033,0.63,26,11,36,30.6,36.1,0.024,0.122,0.024,0.024,0.268,0.105,6
"2701","Jeff Teague",1610612737,"ATL",201952,"ATL",74,13,0.01,1.08,14,5,7,71.4,71.4,0.231,0.308,0.231,0.077,0.538,0.945,7
"2702","Jeff Teague",1610612737,"ATL",201952,"ATL",74,131,0.105,1.33,174,61,116,52.6,72,0.031,0.084,0.031,0,0.496,0.978,10
"2703","Jeff Teague",1610612737,"ATL",201952,"ATL",74,213,0.171,1.06,225,80,152,52.6,57.9,0.174,0.16,0.146,0.047,0.488,0.386,11
"2704","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,17,0.021,1.06,18,7,12,58.3,58.3,0.118,0.176,0.059,0,0.529,0.235,2
"2705","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,31,0.039,0.68,21,8,31,25.8,33.9,0,0,0,0,0.258,0.155,3
"2706","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,23,0.029,1.04,24,10,17,58.8,64.7,0.087,0.174,0.087,0,0.522,0.935,4
"2707","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,36,0.045,0.64,23,2,11,18.2,22.7,0.306,0.389,0.028,0,0.333,0.715,5
"2708","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,88,0.11,0.97,85,31,82,37.8,47.6,0.045,0.023,0.034,0,0.386,0.557,6
"2709","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,101,0.126,0.86,87,27,66,40.9,40.9,0.228,0.149,0.139,0.03,0.446,0.58,7
"2710","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,31,0.039,1.35,42,19,29,65.5,65.5,0.097,0.032,0.065,0.065,0.645,0.954,8
"2711","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,78,0.097,1,78,29,73,39.7,52.1,0.026,0.051,0.026,0.013,0.385,0.505,9
"2712","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,276,0.345,1.15,318,105,250,42,59.4,0.047,0.047,0.033,0,0.428,0.892,10
"2713","Mirza Teletovic",1610612756,"PHX",203141,"PHX",71,111,0.139,1.13,125,42,97,43.3,58.2,0.072,0.063,0.063,0.009,0.432,0.543,11
"2714","Garrett Temple",1610612764,"WAS",202066,"WAS",72,56,0.097,0.55,31,14,46,30.4,31.5,0.018,0.161,0,0,0.268,0.133,1
"2715","Garrett Temple",1610612764,"WAS",202066,"WAS",72,22,0.038,0.91,20,9,19,47.4,47.4,0.091,0.091,0.091,0.045,0.455,0.067,2
"2716","Garrett Temple",1610612764,"WAS",202066,"WAS",72,15,0.026,0.8,12,4,10,40,50,0.067,0.267,0.067,0,0.333,0.413,3
"2717","Garrett Temple",1610612764,"WAS",202066,"WAS",72,13,0.023,1,13,5,11,45.5,59.1,0,0.154,0,0,0.385,0.892,4
"2718","Garrett Temple",1610612764,"WAS",202066,"WAS",72,32,0.056,0.78,25,5,12,41.7,41.7,0.313,0.281,0.094,0,0.469,0.87,5
"2719","Garrett Temple",1610612764,"WAS",202066,"WAS",72,47,0.082,0.77,36,13,39,33.3,43.6,0.021,0.149,0.021,0,0.298,0.232,6
"2720","Garrett Temple",1610612764,"WAS",202066,"WAS",72,13,0.023,1.08,14,7,12,58.3,58.3,0.077,0.077,0.077,0.077,0.538,0.547,8
"2721","Garrett Temple",1610612764,"WAS",202066,"WAS",72,192,0.333,0.94,181,62,181,34.3,48.3,0.016,0.042,0.005,0,0.339,0.514,10
"2722","Garrett Temple",1610612764,"WAS",202066,"WAS",72,183,0.318,1.09,199,66,137,48.2,54,0.213,0.06,0.186,0.022,0.541,0.463,11
"2723","Jason Terry",1610612745,"HOU",1891,"HOU",65,55,0.14,0.78,43,20,42,47.6,48.8,0.018,0.218,0.018,0,0.382,0.5,1
"2724","Jason Terry",1610612745,"HOU",1891,"HOU",65,22,0.056,1.09,24,8,18,44.4,61.1,0.045,0.136,0.045,0,0.409,0.854,3
"2725","Jason Terry",1610612745,"HOU",1891,"HOU",65,12,0.031,0.33,4,2,10,20,20,0,0.167,0,0,0.167,0.029,4
"2726","Jason Terry",1610612745,"HOU",1891,"HOU",65,27,0.069,0.56,15,3,8,37.5,43.8,0.185,0.519,0,0,0.296,0.598,5
"2727","Jason Terry",1610612745,"HOU",1891,"HOU",65,17,0.043,1.24,21,8,17,47.1,58.8,0.059,0,0.059,0.059,0.471,0.925,6
"2728","Jason Terry",1610612745,"HOU",1891,"HOU",65,177,0.45,0.99,176,61,169,36.1,50.9,0.011,0.034,0.011,0,0.356,0.615,10
"2729","Jason Terry",1610612745,"HOU",1891,"HOU",65,73,0.186,1.19,87,31,65,47.7,62.3,0.068,0.082,0.041,0.041,0.452,0.688,11
"2730","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,523,0.307,0.85,446,148,382,38.7,42.5,0.136,0.147,0.098,0.013,0.405,0.711,1
"2731","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,28,0.016,1.25,35,15,24,62.5,62.5,0.214,0.036,0.214,0.107,0.643,0.596,2
"2732","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,156,0.092,0.94,147,46,113,40.7,43.8,0.16,0.128,0.135,0.013,0.442,0.668,3
"2733","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,137,0.081,0.98,134,40,99,40.4,43.4,0.212,0.102,0.146,0.036,0.46,0.825,4
"2734","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,75,0.044,0.92,69,9,21,42.9,42.9,0.373,0.347,0.027,0,0.493,0.964,5
"2735","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,146,0.086,1.03,151,54,126,42.9,53.6,0.068,0.082,0.055,0.014,0.425,0.719,6
"2736","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,16,0.009,1.19,19,5,10,50,55,0.25,0.125,0.188,0,0.563,0.75,8
"2737","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,225,0.132,1.07,240,81,202,40.1,51.5,0.089,0.036,0.084,0.022,0.422,0.778,10
"2738","Isaiah Thomas",1610612738,"BOS",202738,"BOS",76,395,0.232,1.08,427,150,311,48.2,54.5,0.147,0.099,0.122,0.035,0.486,0.433,11
"2739","Lance Thomas",1610612752,"NYK",202498,"NYK",59,29,0.06,0.76,22,10,26,38.5,38.5,0.069,0.103,0.069,0.069,0.345,0.457,1
"2740","Lance Thomas",1610612752,"NYK",202498,"NYK",59,42,0.086,1.02,43,15,33,45.5,45.5,0.214,0.095,0.167,0.095,0.476,0.19,2
"2741","Lance Thomas",1610612752,"NYK",202498,"NYK",59,32,0.066,1.06,34,11,26,42.3,44.2,0.25,0.031,0.219,0.094,0.5,0.949,4
"2742","Lance Thomas",1610612752,"NYK",202498,"NYK",59,38,0.078,0.42,16,2,11,18.2,18.2,0.184,0.526,0.026,0,0.237,0.369,5
"2743","Lance Thomas",1610612752,"NYK",202498,"NYK",59,28,0.057,0.64,18,5,20,25,30,0.143,0.143,0.107,0,0.321,0.115,6
"2744","Lance Thomas",1610612752,"NYK",202498,"NYK",59,26,0.053,1.23,32,11,18,61.1,61.1,0.308,0.154,0.308,0.154,0.577,0.986,7
"2745","Lance Thomas",1610612752,"NYK",202498,"NYK",59,19,0.039,1.16,22,9,18,50,55.6,0.053,0,0.053,0,0.526,0.693,8
"2746","Lance Thomas",1610612752,"NYK",202498,"NYK",59,12,0.025,0.83,10,4,9,44.4,44.4,0.167,0.167,0.167,0.083,0.417,0.166,9
"2747","Lance Thomas",1610612752,"NYK",202498,"NYK",59,190,0.39,1.07,204,71,162,43.8,53.4,0.1,0.063,0.089,0.016,0.453,0.791,10
"2748","Lance Thomas",1610612752,"NYK",202498,"NYK",59,64,0.131,1.14,73,27,51,52.9,58.8,0.141,0.109,0.109,0.047,0.516,0.585,11
"2749","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,49,0.067,0.59,29,12,37,32.4,33.8,0.061,0.204,0.061,0.02,0.286,0.161,1
"2750","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,34,0.047,1.18,40,18,31,58.1,58.1,0.118,0.059,0.118,0.088,0.559,0.442,2
"2751","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,86,0.118,0.76,65,25,70,35.7,40.7,0.058,0.128,0.058,0,0.349,0.327,3
"2752","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,11,0.015,0.45,5,2,9,22.2,22.2,0.091,0.182,0.091,0.091,0.182,0.058,4
"2753","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,26,0.036,0.38,10,2,8,25,25,0.192,0.5,0,0,0.231,0.314,5
"2754","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,61,0.084,0.66,40,14,53,26.4,34.9,0.033,0.098,0.033,0,0.262,0.123,6
"2755","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,30,0.041,1,30,13,26,50,53.8,0.1,0.1,0.1,0.067,0.467,0.392,8
"2756","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,290,0.398,1.12,326,111,257,43.2,58,0.066,0.069,0.062,0.021,0.421,0.856,10
"2757","Hollis Thompson",1610612755,"PHI",203138,"PHI",72,133,0.182,1.1,146,50,124,40.3,56.9,0.023,0.053,0.023,0.008,0.391,0.483,11
"2758","Jason Thompson",1610612761,"TOR",201574,"TOR",11,12,0.245,1.58,19,8,10,80,80,0.25,0.083,0.25,0.167,0.75,0.947,2
"2759","Jason Thompson",1610612761,"TOR",201574,"TOR",11,10,0.204,0.9,9,4,9,44.4,44.4,0.1,0,0.1,0,0.5,0.225,8
"2760","Jason Thompson",1610612761,"TOR",201574,"TOR",11,11,0.224,0.91,10,4,10,40,45,0.091,0.091,0.091,0.091,0.364,0.443,10
"2761","Klay Thompson",1610612744,"GSW",202691,"GSW",74,110,0.073,0.95,104,38,87,43.7,50,0.1,0.136,0.1,0.027,0.418,0.889,1
"2762","Klay Thompson",1610612744,"GSW",202691,"GSW",74,127,0.084,1.21,154,65,108,60.2,60.2,0.126,0.063,0.118,0.039,0.598,0.529,2
"2763","Klay Thompson",1610612744,"GSW",202691,"GSW",74,57,0.038,1.23,70,23,46,50,62,0.123,0.07,0.123,0,0.526,0.929,3
"2764","Klay Thompson",1610612744,"GSW",202691,"GSW",74,75,0.05,0.81,61,25,61,41,42.6,0.08,0.107,0.08,0,0.413,0.513,4
"2765","Klay Thompson",1610612744,"GSW",202691,"GSW",74,69,0.046,0.91,63,17,31,54.8,59.7,0.217,0.333,0.014,0,0.464,0.961,5
"2766","Klay Thompson",1610612744,"GSW",202691,"GSW",74,471,0.312,1.06,499,184,421,43.7,54.5,0.049,0.064,0.045,0.006,0.433,0.776,6
"2767","Klay Thompson",1610612744,"GSW",202691,"GSW",74,56,0.037,0.77,43,19,50,38,38,0.054,0.054,0.036,0,0.393,0.338,7
"2768","Klay Thompson",1610612744,"GSW",202691,"GSW",74,18,0.012,1.17,21,9,17,52.9,58.8,0.056,0.056,0.056,0.056,0.5,0.72,8
"2769","Klay Thompson",1610612744,"GSW",202691,"GSW",74,11,0.007,0.91,10,4,10,40,50,0,0.091,0,0,0.364,0.296,9
"2770","Klay Thompson",1610612744,"GSW",202691,"GSW",74,253,0.168,1.17,296,102,238,42.9,59,0.036,0.032,0.032,0.008,0.427,0.916,10
"2771","Klay Thompson",1610612744,"GSW",202691,"GSW",74,261,0.173,1.24,324,117,217,53.9,67.7,0.069,0.107,0.061,0.008,0.51,0.793,11
"2772","Tristan Thompson",1610612739,"CLE",202684,"CLE",76,154,0.276,1.13,174,73,126,57.9,57.9,0.175,0.052,0.162,0.045,0.578,0.363,2
"2773","Tristan Thompson",1610612739,"CLE",202684,"CLE",76,65,0.117,0.68,44,5,8,62.5,62.5,0.431,0.446,0,0,0.415,0.748,5
"2774","Tristan Thompson",1610612739,"CLE",202684,"CLE",76,33,0.059,0.79,26,12,27,44.4,44.4,0.091,0.091,0.061,0,0.394,0.397,7
"2775","Tristan Thompson",1610612739,"CLE",202684,"CLE",76,133,0.239,1.04,138,55,104,52.9,52.9,0.195,0.068,0.165,0.045,0.541,0.463,8
"2776","Tristan Thompson",1610612739,"CLE",202684,"CLE",76,113,0.203,1.3,147,58,88,65.9,65.9,0.23,0.044,0.221,0.053,0.681,0.93,9
"2777","Tristan Thompson",1610612739,"CLE",202684,"CLE",76,15,0.027,1.07,16,7,11,63.6,63.6,0.067,0.2,0,0,0.533,0.778,10
"2778","Tristan Thompson",1610612739,"CLE",202684,"CLE",76,41,0.074,1.46,60,23,30,76.7,76.7,0.268,0.098,0.268,0.122,0.707,0.963,11
"2779","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,107,0.214,0.91,97,40,92,43.5,48.4,0.037,0.103,0.028,0,0.411,0.818,1
"2780","Marcus Thornton",1610612764,"WAS",201977,"WAS",9,19,0.257,0.74,14,6,17,35.3,38.2,0.053,0.105,0.053,0.053,0.316,0.4,1
"2781","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,22,0.044,0.95,21,7,18,38.9,38.9,0.182,0,0.182,0,0.5,0.102,2
"2782","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,33,0.066,0.55,18,7,27,25.9,29.6,0.03,0.152,0,0,0.242,0.071,3
"2783","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,23,0.046,0.65,15,7,22,31.8,34.1,0,0.043,0,0,0.304,0.215,4
"2784","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,29,0.058,0.93,27,5,15,33.3,36.7,0.276,0.207,0,0,0.448,0.972,5
"2785","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,39,0.078,1.36,53,19,32,59.4,71.9,0.128,0.077,0.128,0.026,0.564,0.978,6
"2786","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,17,0.034,1.29,22,9,15,60,60,0.118,0,0.118,0,0.647,0.9,8
"2787","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,133,0.266,0.91,121,43,129,33.3,46.9,0,0.03,0,0,0.323,0.447,10
"2788","Marcus Thornton",1610612764,"WAS",201977,"WAS",9,25,0.338,1.28,32,11,24,45.8,66.7,0,0.04,0,0,0.44,0.969,10
"2789","Marcus Thornton",1610612764,"WAS",201977,"HOU",47,92,0.184,0.96,88,34,81,42,51.2,0.043,0.087,0.043,0.011,0.402,0.225,11
"2790","Anthony Tolliver",1610612765,"DET",201229,"DET",65,10,0.029,1.6,16,4,5,80,80,0.5,0,0.5,0,0.8,0.953,2
"2791","Anthony Tolliver",1610612765,"DET",201229,"DET",65,14,0.041,0.14,2,0,1,0,0,0.214,0.714,0,0,0.143,0.05,5
"2792","Anthony Tolliver",1610612765,"DET",201229,"DET",65,27,0.079,0.81,22,8,24,33.3,41.7,0.111,0.037,0.111,0.037,0.333,0.338,6
"2793","Anthony Tolliver",1610612765,"DET",201229,"DET",65,38,0.111,1.03,39,12,31,38.7,54.8,0.079,0.105,0.079,0,0.395,0.561,9
"2794","Anthony Tolliver",1610612765,"DET",201229,"DET",65,185,0.541,1.05,194,65,176,36.9,53.4,0.011,0.038,0.011,0,0.362,0.745,10
"2795","Anthony Tolliver",1610612765,"DET",201229,"DET",65,52,0.152,1.02,53,18,49,36.7,51,0.038,0.019,0.038,0,0.385,0.313,11
"2796","Axel Toupane",1610612743,"DEN",1626253,"DEN",15,35,0.648,0.8,28,10,35,28.6,40,0,0,0,0,0.286,0.237,10
"2797","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,105,0.079,1.41,148,64,90,71.1,71.1,0.143,0.038,0.133,0.048,0.695,0.801,2
"2798","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,88,0.066,1.18,104,44,76,57.9,58.6,0.136,0.045,0.114,0.045,0.568,0.967,4
"2799","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,96,0.072,0.45,43,10,22,45.5,50,0.125,0.656,0.021,0.01,0.219,0.421,5
"2800","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,74,0.056,1.11,82,38,68,55.9,58.8,0.027,0.068,0.027,0.014,0.527,0.838,6
"2801","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,234,0.177,0.93,218,91,192,47.4,47.4,0.115,0.094,0.094,0.03,0.474,0.767,7
"2802","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,157,0.118,1.29,202,83,128,64.8,64.8,0.153,0.076,0.127,0.045,0.631,0.89,8
"2803","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,335,0.253,0.95,317,133,283,47,47.9,0.099,0.09,0.093,0.033,0.463,0.374,9
"2804","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,136,0.103,1.1,149,65,126,51.6,56.7,0.037,0.051,0.029,0.015,0.493,0.825,10
"2805","Karl-Anthony Towns",1610612750,"MIN",1626157,"MIN",76,94,0.071,1.13,106,41,60,68.3,69.2,0.17,0.234,0.149,0.043,0.553,0.548,11
"2806","PJ Tucker",1610612756,"PHX",200782,"PHX",75,38,0.056,0.79,30,12,30,40,40,0.079,0.132,0.053,0,0.395,0.521,1
"2807","PJ Tucker",1610612756,"PHX",200782,"PHX",75,52,0.077,1.06,55,21,37,56.8,56.8,0.192,0.115,0.212,0.038,0.558,0.231,2
"2808","PJ Tucker",1610612756,"PHX",200782,"PHX",75,10,0.015,0.3,3,1,8,12.5,18.8,0,0.2,0,0,0.1,0.009,3
"2809","PJ Tucker",1610612756,"PHX",200782,"PHX",75,20,0.03,0.4,8,4,19,21.1,21.1,0,0.05,0,0,0.2,0.04,4
"2810","PJ Tucker",1610612756,"PHX",200782,"PHX",75,55,0.081,0.47,26,6,18,33.3,33.3,0.164,0.527,0.018,0.018,0.236,0.46,5
"2811","PJ Tucker",1610612756,"PHX",200782,"PHX",75,13,0.019,1,13,5,11,45.5,59.1,0,0.154,0,0,0.385,0.665,6
"2812","PJ Tucker",1610612756,"PHX",200782,"PHX",75,59,0.087,0.53,31,12,45,26.7,26.7,0.068,0.169,0.068,0,0.271,0.096,7
"2813","PJ Tucker",1610612756,"PHX",200782,"PHX",75,88,0.13,1.09,96,42,76,55.3,55.3,0.091,0.057,0.08,0.023,0.545,0.592,8
"2814","PJ Tucker",1610612756,"PHX",200782,"PHX",75,12,0.018,0.58,7,3,11,27.3,31.8,0,0.083,0,0,0.25,0.023,9
"2815","PJ Tucker",1610612756,"PHX",200782,"PHX",75,205,0.303,1.02,209,73,179,40.8,55.6,0.029,0.098,0.024,0,0.385,0.678,10
"2816","PJ Tucker",1610612756,"PHX",200782,"PHX",75,125,0.185,0.77,96,33,88,37.5,38.6,0.184,0.144,0.168,0.032,0.392,0.07,11
"2817","Evan Turner",1610612738,"BOS",202323,"BOS",76,298,0.322,0.7,208,93,218,42.7,42.7,0.054,0.225,0.054,0.013,0.349,0.332,1
"2818","Evan Turner",1610612738,"BOS",202323,"BOS",76,34,0.037,1.44,49,20,29,69,69,0.176,0.029,0.147,0.059,0.706,0.857,2
"2819","Evan Turner",1610612738,"BOS",202323,"BOS",76,50,0.054,0.94,47,20,39,51.3,52.6,0.08,0.14,0.04,0,0.48,0.659,3
"2820","Evan Turner",1610612738,"BOS",202323,"BOS",76,97,0.105,0.95,92,33,77,42.9,42.9,0.155,0.082,0.155,0.031,0.464,0.775,4
"2821","Evan Turner",1610612738,"BOS",202323,"BOS",76,38,0.041,0.61,23,4,9,44.4,44.4,0.263,0.5,0,0,0.368,0.651,5
"2822","Evan Turner",1610612738,"BOS",202323,"BOS",76,20,0.022,0.75,15,6,17,35.3,35.3,0.1,0.1,0.1,0.05,0.35,0.204,6
"2823","Evan Turner",1610612738,"BOS",202323,"BOS",76,100,0.108,0.98,98,39,82,47.6,47.6,0.12,0.08,0.11,0.02,0.49,0.826,7
"2824","Evan Turner",1610612738,"BOS",202323,"BOS",76,20,0.022,0.75,15,6,16,37.5,37.5,0.1,0.1,0.05,0,0.4,0.097,8
"2825","Evan Turner",1610612738,"BOS",202323,"BOS",76,130,0.141,0.72,94,36,117,30.8,36.3,0.054,0.054,0.054,0.008,0.323,0.159,10
"2826","Evan Turner",1610612738,"BOS",202323,"BOS",76,138,0.149,1.06,146,60,92,65.2,66.8,0.101,0.246,0.087,0.014,0.522,0.396,11
"2827","Myles Turner",1610612754,"IND",1626167,"IND",53,82,0.14,1.44,118,53,72,73.6,73.6,0.11,0.073,0.11,0.061,0.695,0.851,2
"2828","Myles Turner",1610612754,"IND",1626167,"IND",52,25,0.043,0.72,18,9,21,42.9,42.9,0.04,0.16,0.04,0.04,0.36,0.324,4
"2829","Myles Turner",1610612754,"IND",1626167,"IND",53,42,0.072,0.55,23,5,8,62.5,62.5,0.262,0.571,0.071,0.024,0.333,0.583,5
"2830","Myles Turner",1610612754,"IND",1626167,"IND",53,15,0.026,0.8,12,5,14,35.7,35.7,0.067,0,0.067,0,0.4,0.308,6
"2831","Myles Turner",1610612754,"IND",1626167,"IND",52,122,0.212,0.89,109,48,109,44,44,0.074,0.057,0.074,0.025,0.443,0.671,7
"2832","Myles Turner",1610612754,"IND",1626167,"IND",53,40,0.068,1.27,51,20,33,60.6,60.6,0.175,0.025,0.15,0.025,0.65,0.868,8
"2833","Myles Turner",1610612754,"IND",1626167,"IND",52,162,0.282,0.79,128,55,142,38.7,39.1,0.086,0.043,0.08,0.006,0.414,0.121,9
"2834","Myles Turner",1610612754,"IND",1626167,"IND",53,53,0.091,0.83,44,20,51,39.2,41.2,0.019,0.019,0.019,0,0.396,0.274,10
"2835","Myles Turner",1610612754,"IND",1626167,"IND",52,38,0.066,1.32,50,21,29,72.4,72.4,0.237,0.105,0.237,0.105,0.658,0.864,11
"2836","Beno Udrih",0,"",2757,"MIA",36,81,0.401,0.84,68,32,59,54.2,55.1,0.025,0.259,0.025,0.012,0.407,0.679,1
"2837","Beno Udrih",0,"",2757,"MEM",8,24,0.421,0.54,13,6,16,37.5,37.5,0.042,0.333,0.042,0.042,0.25,0.121,1
"2838","Beno Udrih",0,"",2757,"MIA",36,27,0.134,0.63,17,7,23,30.4,30.4,0.074,0.074,0.074,0,0.333,0.111,3
"2839","Beno Udrih",0,"",2757,"MIA",36,12,0.059,0.17,2,0,5,0,0,0.083,0.5,0,0,0.083,0.069,5
